ID,Pred
1,0.28043119789447196
2,0.8397803804877111
3,0.922870201313312
4,0.5500840695054368
5,0.4935286607609665
6,0.4751027515951277
7,0.45120236104726297
8,0.26942719606313964
9,0.27631265137479183
10,0.3969417392238588
11,0.19795127856650963
12,0.8422438851729093
13,0.5991697020707172
14,0.17591901196793716
15,0.2228360808864039
16,0.11847942590290465
17,0.35724079329138875
18,0.17305614351710677
19,0.18652564425569523
20,0.05888324807480179
21,0.5462724661806734
22,0.9823771129597496
23,0.9407115181352605
24,0.47638409149666616
25,0.23601731673470044
26,0.4564980021500853
27,0.37631875297015493
28,0.2032532247454238
29,0.9091097701056841
30,0.24885078609616412
31,0.7130147979674806
32,0.8404910279386201
33,0.5733327167672915
34,0.426372769067243
35,0.9219350541684062
36,0.9240172288315638
37,0.42755811314214254
38,0.8772920123568537
39,0.4909773202172108
40,0.8710803954977628
41,0.468791483086604
42,0.9667589605901107
43,0.5260023161188389
44,0.10294588132044055
45,0.539442426047623
46,0.3609990266009451
47,0.21957407301624268
48,0.9218062747397087
49,0.9745495475527486
50,0.4158917481621148
51,0.31104722656803807
52,0.27026651877582375
53,0.6394611034775266
54,0.46499907541436925
55,0.401426423597246
56,0.07265875100049561
57,0.4889227610626536
58,0.7113832681083246
59,0.7018230090844282
60,0.9640285029561546
61,0.2025801312992061
62,0.9408612641502818
63,0.6692764591590455
64,0.21074494012473358
65,0.4223405299434081
66,0.4323041987635473
67,0.5842316103945452
68,0.7506470093630826
69,0.25669510419107366
70,0.49411510922637814
71,0.010221423897634023
72,0.1757562495350681
73,0.739067208066538
74,0.7042595590438945
75,0.9833890615123588
76,0.7979957218238181
77,0.6503999762231687
78,0.07635514581791894
79,0.7153283818512566
80,0.41382440370600104
81,0.09618453729517344
82,0.43721972154060806
83,0.12163044973599595
84,0.9506638403755374
85,0.5049778955332013
86,0.565377815341267
87,0.29267541102559347
88,0.2406383014928511
89,0.9380928528925658
90,0.5599918869499202
91,0.12861971166640201
92,0.36994907115558606
93,0.48054425228154135
94,0.5382659155387195
95,0.9175871047409832
96,0.5782311845381487
97,0.7037020419030912
98,0.46802053678692446
99,0.6551043121339423
100,0.9144909255233303
101,0.31686201490649013
102,0.5395348912580993
103,0.5244054655069194
104,0.8078222547562302
105,0.6152026162219618
106,0.5734382215673199
107,0.8568424715972351
108,0.3603247159632378
109,0.9655918537431413
110,0.751314579222579
111,0.8118065977625634
112,0.2915685873712729
113,0.2812591515488364
114,0.4521384313423167
115,0.3640743258201082
116,0.15296165738575054
117,0.9733277414203565
118,0.3530910589911556
119,0.6486382792724428
120,0.8767309886619792
121,0.08259177309535855
122,0.17664139678960739
123,0.2237201058576425
124,0.8356575363434843
125,0.23804607361156355
126,0.9573573835420367
127,0.37859753910782423
128,0.3223536656829662
129,0.117742131715737
130,0.693602568829449
131,0.9163870389200988
132,0.361719874777812
133,0.21148540661514179
134,0.09892640569539259
135,0.6261276683754794
136,0.4719356124788524
137,0.18914947788055952
138,0.1683788131835332
139,0.7673798823648281
140,0.653373314792854
141,0.837325678700694
142,0.7672710749066576
143,0.47070432955295044
144,0.27470645725318515
145,0.5200476749743911
146,0.6336295045523241
147,0.32566477817006534
148,0.4702143589558494
149,0.5563058906538462
150,0.2704090286172586
151,0.9701605233257841
152,0.5545433913826283
153,0.501030870066835
154,0.5279595364479661
155,0.2151333917458913
156,0.8775491705312515
157,0.4521384313423167
158,0.3557290830340126
159,0.7634361766817521
160,0.9918843044910279
161,0.4341510613033225
162,0.923766442326837
163,0.9217571925778785
164,0.8565758881889607
165,0.30519673224631355
166,0.39112102301305407
167,0.25957678962588493
168,0.7793127035149645
169,0.9657338043799581
170,0.29420606302596497
171,0.5007221505649604
172,0.6217541156748906
173,0.6582290568606208
174,0.5789417957790318
175,0.3518114117828353
176,0.6500300643993107
177,0.33017871522680053
178,0.20785851715216047
179,0.8748813258179087
180,0.8277965275681588
181,0.25837820758173213
182,0.7848918641901402
183,0.18535031083745973
184,0.8026681160258547
185,0.2825900240064783
186,0.1891741138018842
187,0.7551554959050317
188,0.7111160787709578
189,0.597924438680651
190,0.7523608235125142
191,0.9679491142964926
192,0.5636328465331806
193,0.9642397457089423
194,0.472527680750339
195,0.6263783509232861
196,0.25672001277259093
197,0.9790724990137708
198,0.3738607274935405
199,0.8445364683042463
200,0.2558772074510663
201,0.11841501173344224
202,0.6572788454313561
203,0.8239808381484177
204,0.9110083581344506
205,0.0895718345163781
206,0.9093582812569851
207,0.9072924062380301
208,0.114048410587729
209,0.9716912525517358
210,0.1279833488794626
211,0.3955495930914116
212,0.5047308590285092
213,0.05061046484923991
214,0.6244897646626182
215,0.5583559971556911
216,0.45835884064845783
217,0.819491137104307
218,0.33681975222019256
219,0.05088108089928761
220,0.44305745284048914
221,0.46862421276654354
222,0.2787968438901001
223,0.2552658735598486
224,0.1912231947628928
225,0.950471185952226
226,0.23126429694890516
227,0.4536915872450951
228,0.14792080804796753
229,0.811602430392256
230,0.5222222460700371
231,0.2602829399070104
232,0.8569831337858467
233,0.20659437907809713
234,0.6060744558092945
235,0.16824050779110683
236,0.6144452507654785
237,0.9074184804288526
238,0.3789818372403278
239,0.4023001896883816
240,0.41393217218744144
241,0.5898353043911018
242,0.9615947702884127
243,0.7131261442967034
244,0.8689090983799744
245,0.16432139582510744
246,0.7735703548275606
247,0.9449131339175695
248,0.8408421280478487
249,0.7849057803446138
250,0.7996888838554356
251,0.36412568820802294
252,0.36026614141915536
253,0.37558114737901904
254,0.8384853600121318
255,0.7116924699356082
256,0.38911941042164316
257,0.6718729424598827
258,0.8844755534019102
259,0.40177832323977214
260,0.27998427266477766
261,0.4220506953697705
262,0.34037946392148144
263,0.975147536173559
264,0.3694325311624749
265,0.34300229348853745
266,0.8993309787967505
267,0.06507902392416894
268,0.36686853360955285
269,0.18326899413962344
270,0.8241624221474734
271,0.5717743738314203
272,0.1480872281903916
273,0.7582218588954839
274,0.3996935845396236
275,0.890960659244052
276,0.2543686871292281
277,0.5762726303317105
278,0.8324917539663929
279,0.35952736066194224
280,0.34622735082223627
281,0.9904215293068136
282,0.28368617862794615
283,0.82581934583704
284,0.35253268232201573
285,0.8851141944024992
286,0.911284730757427
287,0.522805386387659
288,0.9550063268433832
289,0.08349763401628693
290,0.8539004968037369
291,0.48360164174603926
